,districtName,districtCity,lat,lon,name,gradeLevels,rating,percentLowIncome,enrollment,parentRating,numReviews,Asian,African American,Hispanic,White,Two or more races,American Indian/Alaska Native,studentsPerTeacher,Pacific Islander
1784,Chesterfield County Public Schools,Chesterfield,37.406654,-77.660988,Chesterfield Co Governor's Health/Science Academy,Ungraded,,?,0,0,0,,,,,,,,
1785,Chesterfield County Public Schools,Chesterfield,37.406654,-77.660988,Ccps Online,Ungraded,,?,0,0,0,,,,,,,,
1786,Chesterfield County Public Schools,Chesterfield,37.38776,-77.499664,Phoenix Center,Ungraded,,?,0,0,0,,,,,,,,
1787,Cumberland County Public Schools,Cumberland,37.492889,-78.248024,Superintendent's Region 8 Gov's Health/Science Academy,Ungraded,,?,0,0,0,,,,,,,,
1788,Fairfax County Public Schools,Falls Church,38.905144,-77.212875,Marshall Governor's Stem Academy,Ungraded,,?,0,0,0,,,,,,,,
1789,Fairfax County Public Schools,Falls Church,38.905144,-77.212875,Falls Church Governor's Health Sciences Academy,Ungraded,,?,0,0,0,,,,,,,,
1790,Fairfax County Public Schools,Falls Church,38.880314,-77.406258,Chantilly Governor's Stem Academy,Ungraded,,?,0,0,0,,,,,,,,
1791,Fairfax County Public Schools,Falls Church,38.77438,-77.071823,Clifford S. Hardison Governor's Health Sciences Academy,Ungraded,,?,0,0,0,,,,,,,,
1792,Gloucester County Public Schools,Gloucester,37.37899,-76.508263,Gloucester & Mathews Counties Gov's Health Sciences Academy,Ungraded,,?,0,0,0,,,,,,,,
1793,Hampton City Public Schools,Hampton,37.053444,-76.430099,Hampton City Public Schools Gov Health Sciences Academy,Ungraded,,?,0,0,0,,,,,,,,
1794,Hampton City Public Schools,Hampton,37.054501,-76.318588,Hampton Public Schools Architecture & Applied Arts Governor,Ungraded,,?,0,0,0,,,,,,,,
1795,Harrisonburg City Public Schools,Harrisonburg,37.025379,-76.348045,Harrisonburg Highs. Governor's Stem Academy,Ungraded,,?,0,0,0,,,,,,,,
1796,Loudoun County Public Schools,Broadlands,39.132992,-77.55838,Academy Of Engineering And Technology,Ungraded,,?,0,0,0,,,,,,,,
1797,Lynchburg City Public Schools,Lynchburg,37.359486,-79.185188,Lynchburg Regional Governor's Stem Academy,Ungraded,,?,0,0,0,,,,,,,,
1798,Montgomery County Public Schools,Christiansburg,37.130978,-80.392685,Montgomery County Governor's Stem Academy,Ungraded,,?,0,0,0,,,,,,,,
1799,Newport News City Public Schools,Newport News,37.073635,-76.496208,Newport News & York County Governor's Health Science Academy,Ungraded,,?,0,0,0,,,,,,,,
1800,Newport News City Public Schools,Newport News,37.006748,-76.427956,Heritage High School Governor's Stem Academy,Ungraded,,?,0,0,0,,,,,,,,
1801,Pulaski County Public Schools,Pulaski,37.092243,-80.716179,Pulaski County Public Schools Governor's Stem Academy,Ungraded,,?,0,0,0,,,,,,,,
1802,Richmond City Public Schools,Richmond,37.579044,-77.469734,Aspire Academy,Ungraded,,?,0,0,0,,,,,,,,
1803,Richmond County Public Schools,Warsaw,37.934479,-76.740578,Richmond County Learning Center,Ungraded,,?,0,0,0,,,,,,,,
1804,,,38.524818,-77.3116,Dodea Virtual High School,9-12,,?,0,0,0,,,,,,,,
1805,,,38.537075,-77.335136,Crossroads Elementary School,PK-5,,?,0,0,0,,,,,,,,
1806,Charlottesville-Albemarle Technical,Charlottesville,38.06266,-78.463913,Charlottesville-Albemarle Tech,Ungraded,,?,0,0,0,,,,,,,,
1807,Jackson River Technical Center,Covington,37.788109,-79.909973,Jackson River Tech Center,Ungraded,,?,0,0,0,,,,,,,35.0,
1808,Massanutten Technical Center,Harrisonburg,38.40107,-78.901413,Massanutten Tech Center,Ungraded,,?,0,0,0,,,,,,,,
1809,Valley Vocational Technical,Fishersville,38.116047,-78.988373,Valley Vocational Tech Center,Ungraded,,?,0,0,0,,,,,,,,
1810,New Horizons Career & Technical Center,Hampton,37.171406,-76.526878,Woodside Campus,Ungraded,,?,0,0,0,,,,,,,,
1811,New Horizons Career & Technical Center,Hampton,37.063316,-76.411354,Butler Farm Campus,Ungraded,,?,0,0,0,,,,,,,,
1812,The Pruden Center For Industry And Technical,Suffolk,36.784672,-76.644577,Pruden Center For Indus/Tech,Ungraded,,?,0,0,0,,,,,,,,
1813,Rowanty Vocational Technical Center,Carson,37.034927,-77.381042,Rowanty Vocational Tech Center,Ungraded,,?,0,0,0,,,,,,,,
1814,Northern Neck Technical Center,Warsaw,37.944778,-76.747902,Northern Neck Technical Center,Ungraded,,?,0,0,0,,,,,,,,
1815,Amelia-Nottoway Voc Center,Crewe,37.263626,-78.132622,Amelia-Nottoway Voc Center,Ungraded,,?,0,0,0,,,,,,,,
1816,Cooperative Ctrs For Exceptional Children,Galax,36.653957,-80.923874,Coop Center For Excep Children,Ungraded,,?,0,0,0,,,,,,,5.0,
1817,Mid Peninsula Reg Special Education Center,Gloucester,37.4151,-76.530197,Mid Peninsula Reg Spec Ed Center,Ungraded,,?,0,0,0,,,,,,,,
1818,Northern Neck Regional School District,Lottsburg,37.965553,-76.522507,Northern Neck Reg Special Ed,Ungraded,,?,0,0,0,,,,,,,6.0,
1819,New Horizons Regional Education Center-Spec Education,Hampton,37.122173,-76.488358,Center For Autism,Ungraded,,?,0,0,0,,,,,,,6.0,
1820,Piedmont Regional Education,Charlottesville,38.075089,-78.507195,Piedmont Reg Ed/Ivy Creek,Ungraded,,?,0,1,1,,,,,,,7.0,
1821,Shenandoah Valley Reg School District,Verona,38.19294,-79.014282,Shenandoah Valley Reg,Ungraded,,?,0,0,0,,,,,,,,
1822,Southeastern Cooperative Education Program,Norfolk,36.851406,-76.192719,Southeastern Coop Ed Program,Ungraded,,?,0,0,0,,,,,,,,
1823,Laurel Regional School District,Lynchburg,37.40448,-79.179764,Laurel Regional Special Ed Center,Ungraded,,?,0,0,0,,,,,,,5.0,
1824,Northwestern Reg Education Program,Winchester,39.19664,-78.148941,Northwestern Reg Ed Program,Ungraded,,?,0,0,0,,,,,,,6.0,
1825,N Virginia Reg Special Education Program,Manassas,38.626656,-77.438164,N Virginia Reg Spec Ed Program,Ungraded,,?,0,0,0,,,,,,,,
1826,Roanoke Valley Regional Board School District,Daleville,37.436066,-79.905281,Roanoke Valley Regional Board,Ungraded,,?,0,0,0,,,,,,,,
1827,Shenandoah Valley Governors School,Fishersville,38.116047,-78.988373,Shenandoah Valley Gov. School,Ungraded,,?,0,0,0,,,,,,,,
1828,Gov School Global Economics Tech,Keysville,37.034885,-78.456932,Gov. School Global Economics/Tech.,Ungraded,,?,0,0,0,,,,,,,,
1829,Henry County Martinsville Reg Program School District,Collinsville,36.742546,-79.893074,Henry Co/Martinsville Reg Program,Ungraded,,?,0,0,0,,,,,,,,
1830,Accomack County Public Schools,Accomac,37.827438,-75.993767,Tangier Combined,K-12,,40%,60,0,0,,,,100.0,,,5.0,
1831,Albemarle County Public Schools,Charlottesville,37.82143,-78.595406,Benjamin F Yancey Elementary School,K-5,,71%,120,4,1,,19.0,15.0,58.0,8.0,,9.0,
1832,Amherst County Public Schools,Amherst,37.602787,-79.24733,Pleasant View Elementary School,PK-5,,40%,45,5,1,,9.0,7.0,80.0,,4.0,12.0,
1833,Appomattox County Public Schools,Appomattox,37.359001,-78.833542,Appomattox Primary School,PK-2,,55%,557,5,9,,25.0,3.0,62.0,10.0,,16.0,
1834,Augusta County Public Schools,Verona,38.147671,-79.120209,Beverley Manor Elementary School,PK-5,,49%,318,0,0,3.0,5.0,2.0,85.0,5.0,,13.0,
1835,Augusta County Public Schools,Verona,38.220203,-78.994415,Verona Elementary School,PK-5,,54%,327,0,0,1.0,2.0,5.0,87.0,5.0,,12.0,
1836,Bedford County Public Schools,Bedford,37.340439,-79.528755,Bedford Primary School,PK-1,,64%,266,0,0,1.0,20.0,6.0,63.0,10.0,1.0,12.0,
1837,Buchanan County Public Schools,Grundy,37.312599,-81.976303,Jm Bevins Elementary School,PK-5,,87%,104,5,3,,,1.0,99.0,,,12.0,
1838,Buena Vista City Public Schools,Buena Vista,37.7486,-79.352089,Fw Kling Jr Elementary School,PK-2,,71%,222,3,8,,7.0,3.0,84.0,6.0,1.0,15.0,
1839,Chesapeake Public Schools,Chesapeake,36.759014,-76.2509,B.M. Williams Primary School,PK-2,,50%,928,4,34,3.0,43.0,12.0,31.0,10.0,,18.0,
1840,Chesapeake Public Schools,Chesapeake,36.709587,-76.202919,Butts Road Primary School,PK-2,,11%,576,5,8,3.0,3.0,7.0,79.0,7.0,,18.0,
1841,Chesapeake Public Schools,Chesapeake,36.715019,-76.253418,Great Bridge Primary School,PK-2,,18%,579,4,8,3.0,8.0,10.0,73.0,6.0,,18.0,
1842,Chesapeake Public Schools,Chesapeake,36.789223,-76.270447,Portlock Primary School,PK-2,,86%,603,4,20,,50.0,21.0,21.0,8.0,,14.0,
1843,Chesapeake Public Schools,Chesapeake,36.811333,-76.279526,Rena B. Wright Primary School,PK-2,,86%,381,5,14,,63.0,10.0,23.0,4.0,,11.0,
1844,Chesapeake Public Schools,Chesapeake,36.84634,-76.403023,Western Branch Primary School,PK-2,,39%,736,4,29,4.0,33.0,7.0,47.0,9.0,,19.0,1.0
1845,Chesapeake Public Schools,Chesapeake,36.76701,-76.221931,Greenbrier Primary School,PK-2,,30%,714,4,39,8.0,23.0,12.0,45.0,12.0,,21.0,
1846,Fairfax County Public Schools,Falls Church,38.839245,-77.277092,Woodson Adult High School,9-12,,0%,229,0,0,9.0,1.0,87.0,2.0,1.0,,123.0,
1847,Fairfax County Public Schools,Falls Church,38.851974,-77.145279,Bailey's Elementary School for the Arts and Sciences,PK-2,,67%,756,4,25,6.0,6.0,67.0,17.0,3.0,,11.0,
1848,Fairfax County Public Schools,Falls Church,38.764225,-77.080025,Bryant Alternative High School,7-12,,53%,365,5,8,8.0,16.0,66.0,6.0,3.0,1.0,9.0,
1849,Fairfax County Public Schools,Falls Church,38.779655,-77.160629,Key Center School,PK-12,,33%,86,5,1,13.0,16.0,15.0,50.0,6.0,,3.0,
1850,Fairfax County Public Schools,Falls Church,38.904003,-77.225288,Kilmer Center,PK-12,,43%,71,5,9,17.0,13.0,27.0,37.0,7.0,,3.0,
1851,Fairfax County Public Schools,Falls Church,38.838013,-77.425819,Mountain View Alternative High School,9-12,,43%,286,5,10,7.0,15.0,63.0,13.0,2.0,,8.0,
1852,Falls Church City Public Schools,Falls Church,38.897373,-77.18074,Mt. Daniel School,K-1,,6%,357,5,45,8.0,2.0,12.0,68.0,11.0,,15.0,
1853,Fredericksburg City Public Schools,Fredericksburg,38.302765,-77.486778,Hugh Mercer Elementary School,K-2,,81%,854,3,46,7.0,30.0,24.0,30.0,9.0,,15.0,
1854,Grayson County Public Schools,Independence,36.608608,-81.01403,Baywood Elementary School,PK-5,,73%,125,5,7,,2.0,10.0,85.0,3.0,,14.0,
1855,Greene County Public Schools,Stanardsville,38.296585,-78.442993,Greene County Primary School,PK-2,,53%,408,5,1,,6.0,9.0,76.0,8.0,,19.0,
1856,Hanover County Public Schools,Ashland,37.755928,-77.48687,Henry Clay Elementary School,PK-2,,53%,390,4,6,1.0,20.0,13.0,55.0,9.0,1.0,13.0,
1857,Henrico County Public Schools,Richmond,37.662045,-77.482956,Academy At Virginia Randolph,Ungraded,,?,0,5,10,,,,,,,5.0,
1858,Henrico County Public Schools,Richmond,37.436958,-77.344727,Mehfoud Elementary School,PK-2,,47%,348,5,1,,59.0,3.0,33.0,5.0,,15.0,
1859,Henry County Public Schools,Martinsville,36.7192,-79.908089,Collinsville Primary School,PK-2,,81%,347,5,1,,22.0,20.0,47.0,10.0,,15.0,
1860,Highland County Public Schools,Monterey,38.407131,-79.578873,Highland Elementary School,PK-5,,57%,106,0,0,,,1.0,96.0,2.0,,8.0,1.0
1861,Central Virginia Gov School For Sci Tech,Lynchburg,37.360886,-79.205811,Central Virginia Gov. School,Ungraded,,?,0,0,0,,,,,,,,
1862,Southwest Virginia Gov School,Pulaski,37.058899,-80.779358,Southwest Virginia Gov. School,Ungraded,,?,0,0,0,,,,,,,,
1863,Governor's School For The Arts,Norfolk,36.84938,-76.290405,Gov. School For The Arts,Ungraded,,?,0,0,0,,,,,,,,
1864,Roanoke Valley Gov School,Roanoke,37.255074,-79.985268,Roanoke Valley Gov. School,Ungraded,,?,0,0,0,,,,,,,,
1865,New Horizons Gov School,Hampton,37.063316,-76.411354,New Horizons Gov. School,Ungraded,,?,0,0,0,,,,,,,,
1866,Madison County Public Schools,Madison,38.359253,-78.263191,Madison Primary School,PK-2,,51%,364,5,1,1.0,7.0,3.0,74.0,15.0,,14.0,
1867,Montgomery County Public Schools,Christiansburg,37.13229,-80.415436,Christiansburg Primary School,PK-2,,43%,446,4,2,1.0,5.0,7.0,80.0,7.0,,13.0,
1868,Norfolk City Public Schools,Norfolk,36.844749,-76.213013,Poplar Halls Elementary School,PK-2,,98%,287,4,23,6.0,57.0,13.0,17.0,6.0,1.0,15.0,
1869,Norfolk City Public Schools,Norfolk,36.957958,-76.261772,Willoughby Elementary School,PK-2,,46%,141,5,6,3.0,34.0,19.0,32.0,11.0,1.0,11.0,
1870,Norfolk City Public Schools,Norfolk,36.854645,-76.282532,P.B. Young Sr. Elementary School,PK-2,,99%,492,1,6,,97.0,2.0,,1.0,,21.0,
1871,Orange County Public Schools,Orange,38.261986,-77.955086,Unionville Elementary School,PK-2,,47%,253,5,1,,6.0,7.0,76.0,10.0,,11.0,
1872,Poquoson City Public Schools,Poquoson,37.131489,-76.377563,Poquoson Primary School,PK-2,,20%,402,5,1,1.0,,2.0,96.0,,,15.0,
1873,Prince George County Public Schools,Prince George,37.205437,-77.260468,N.B. Clements Junior High School,8-9,,38%,971,4,1,1.0,30.0,10.0,51.0,6.0,,15.0,1.0
1874,Radford City Public Schools,Radford,37.120712,-80.571533,Mcharg Elementary School,PK-2,,58%,379,5,2,1.0,11.0,7.0,71.0,10.0,,17.0,
1875,Richmond City Public Schools,Richmond,37.538258,-77.470528,Amelia Street Sp. Ed.,PK-12,,59%,44,4,4,5.0,82.0,9.0,2.0,2.0,,5.0,
1876,Russell County Public Schools,Lebanon,37.076313,-81.893112,Givens Elementary School,PK-2,,61%,83,0,0,,,,100.0,,,23.0,
1877,Russell County Public Schools,Lebanon,36.895687,-82.094093,Lebanon Primary School,PK-1,,55%,281,2,3,,,1.0,97.0,1.0,,17.0,
1878,Scott County Public Schools,Gate City,36.775295,-82.57682,Fort Blackmore Primary School,PK-3,,82%,75,1,1,,,3.0,97.0,,,12.0,
1879,Spotsylvania County Public Schools,Fredericksburg,38.180649,-77.5177,Gates Alternative High School Prgm.,Ungraded,,?,0,5,2,,,,,,,,
1880,Suffolk City Public Schools,Suffolk,36.82645,-76.501396,Driver Elementary School,PK-5,,34%,597,3,23,3.0,37.0,4.0,48.0,8.0,,16.0,1.0
1881,Tazewell County Public Schools,Tazewell,37.247738,-81.293465,Dudley Primary School,PK-2,,55%,256,3,10,1.0,5.0,,88.0,5.0,,15.0,
1882,Tazewell County Public Schools,Tazewell,37.085098,-81.852097,Raven Elementary School,K-5,,85%,148,5,2,,2.0,1.0,96.0,1.0,,20.0,
1883,Tazewell County Public Schools,Tazewell,37.195778,-81.391838,Springville Elementary School,K-5,,67%,112,0,0,,,4.0,93.0,3.0,,17.0,
1884,Warren County Public Schools,Front Royal,38.914749,-78.198624,Warren County Middle School,6-7,,40%,811,2,2,1.0,4.0,7.0,80.0,7.0,1.0,13.0,
1885,Wise County Public Schools,Wise,36.92577,-82.744911,Appalachia Elementary School,PK-8,,92%,307,4,1,,4.0,2.0,92.0,2.0,,13.0,
1886,Appomattox Regional Gov School,Petersburg,37.225685,-77.411652,Appomattox Regional Gov. School,Ungraded,,?,0,5,7,,,,,,,13.0,
1887,A. Linwood Holton Gov School,Abingdon,36.696671,-81.999519,A. Linwood Holton Gov. School,Ungraded,,?,0,0,0,,,,,,,,
1888,Chesapeake Bay Gov School,Tappahannock,37.930759,-76.860901,Chesapeake Bay Gov. School,Ungraded,,?,0,0,0,,,,,,,,
1889,Commonwealth Governor's School,Fredericksburg,38.295017,-77.575378,Commonwealth Gov .Sch.,Ungraded,,?,0,0,0,,,,,,,,
1890,Halifax County Public Schools,Halifax,36.76199,-78.926788,Halifax County Career Center,Ungraded,,?,0,0,0,,,,,,,,
1891,,,38.536114,-77.329422,Quantico Middle/High School,6-12,,?,0,4,2,,,,,,,,
1892,Vsdb-Staunton School District,Staunton,38.150928,-79.063026,Virginia School For Deaf,PK-12,,0%,55,5,7,11.0,36.0,20.0,31.0,2.0,,4.0,
1893,Vsdb-Staunton School District,Staunton,38.150928,-79.063026,Virginia School For Blind,PK-12,,0%,31,0,0,3.0,29.0,10.0,55.0,3.0,,3.0,
1894,Maggie L. Walker Gov School,Richmond,37.559582,-77.454681,Maggie L. Walker Governor's School,Ungraded,,?,751,4,21,,,,,,,14.0,
1895,Blue Ridge Gov School,Palmyra,37.8246,-78.275002,Blue Ridge Gov. School,Ungraded,,?,0,0,0,,,,,,,,
1896,Jackson River Governor's School,Clifton Forge,37.810265,-79.852356,Jackson River Gov. School,Ungraded,,?,0,0,0,,,,,,,,
1897,Manassas Park City Public Schools,Manassas Park,38.759842,-77.423744,Cougar Elementary School,PK-2,,69%,889,4,27,6.0,9.0,65.0,13.0,7.0,,15.0,
1898,University Of Va,Charlottesville,38.032761,-78.497383,Charlottesville Hosp. Ep.,PK-12,,?,0,0,0,,,,,,,,
1899,Medical College Of Va,Richmond,37.541149,-77.431786,Richmond Hospital Ep.,PK-12,,?,0,0,0,,,,,,,,
1900,Commonwealth Center For Children & Adolescents,Staunton,38.131836,-79.035378,Ccca,PK-12,,?,0,0,0,,,,,,,,
1901,Kings Daughters School District,Norfolk,36.862167,-76.302032,Kings Daughters Hosp. Ep.,PK-12,,?,0,0,0,,,,,,,,
1902,Central St Hospital,Petersburg,37.227364,-77.40696,Central St. Hosp. Ed. Pr.,PK-12,,?,0,0,0,,,,,,,,
1903,Eastern St Hospital,Williamsburg,37.290154,-76.735283,Eastern St. Hosp. Ed. Prg,PK-12,,?,0,0,0,,,,,,,,
1904,Sw Va Mental Health Institute,Marion,36.831459,-81.510223,Southwestern Va Mental Health Institute,6-12,,?,0,0,0,,,,,,,,
1905,Western St Hospital,Staunton,38.131886,-79.035072,Western St. Hosp. Ed. Pr.,PK-12,,?,0,0,0,,,,,,,,
1906,Cent Va Train Center,Madison Heights,37.415585,-79.119507,Central Va. Training Center,PK-12,,?,0,0,0,,,,,,,,
1907,N. Va. Trn Center,Fairfax,38.825382,-77.28743,Northern Va. Tr. Center E.P,PK-12,,?,0,0,0,,,,,,,,
1908,S.Side Va Trn Center,Petersburg,37.224781,-77.408287,Southside Va Training Center,PK-12,,?,0,0,0,,,,,,,,
1909,W. Wilson Rehab School District,Fishersville,38.118958,-78.991257,Woodrow Wilson Rehab Center,PK-12,,?,0,0,0,,,,,,,,
1910,Mcv Va Treatment Center,Richmond,37.542656,-77.429932,Virginia Treatment Center,PK-12,,?,0,0,0,,,,,,,,
1911,S.East Va Trn Center,Chesapeake,36.792442,-76.222641,Southeastern Va Tr Center Ep,PK-12,,?,0,0,0,,,,,,,,
1912,S.West Va Trn Center,Woodlawn,36.743286,-80.791252,Southwestern Va Tr Center Ep,PK-12,,?,0,0,0,,,,,,,,
1913,Regional Learning Academy Wise County,Wise,36.980148,-82.568611,Regional Learning Academy/Wise Co,Ungraded,,?,0,0,0,,,,,,,18.0,
1914,Carroll-Galax Reg Alt Education Prgm The Rae Center,Hillsville,36.767803,-80.734863,Carroll/Galax/Joy Ranch Reg Alternative Ed,Ungraded,,?,0,0,0,,,,,,,2.0,
1915,Breaking Barriers Alternative Education Henry County,Martinsville,36.763943,-79.872864,Breaking Barriers Alternative Ed/Henry Co,Ungraded,,?,0,0,0,,,,,,,,
1916,Shenandoah Valley Reg Alternative Education Genesis,Staunton,38.13316,-79.041481,Shenandoah Valley Reg Alternative Ed/Genesis,Ungraded,,?,0,0,0,,,,,,,6.0,
1917,Northern Neck Regional Alternative Education,Warsaw,37.944778,-76.747902,Northern Neck Regional Alternative Ed,Ungraded,,?,0,0,0,,,,,,,26.0,
1918,Piedmont Alternative School,Crewe,37.263626,-78.132622,Piedmont Alternative,Ungraded,,?,0,0,0,,,,,,,14.0,
1919,Regional Alternative Wythe County School District,Wytheville,36.941936,-81.103409,Regional Alternative/Wythe Co,Ungraded,,?,0,0,0,,,,,,,5.0,
1920,Project Bridge Russell County School District,Lebanon,36.900902,-82.057701,Project Bridge/Russell Co,Ungraded,,?,0,0,0,,,,,,,5.0,
1921,New Dominion Alt. Center Prince William County,Manassas,38.766201,-77.445297,New Dominion Alt. Center/Prince William Co.,Ungraded,,?,0,0,0,,,,,,,6.0,
1922,Regional Alternative Education King William,King William,37.742138,-77.130272,Regional Alternative Ed/King William,Ungraded,,?,0,0,0,,,,,,,6.0,
1923,Southside L.I.N.K. Project Brunswick County School District,Lawrenceville,36.766651,-77.829155,Southside L.I.N.K. Project/Brunswick Co,Ungraded,,?,0,0,0,,,,,,,,
1924,Regional Alternative Education Stafford County,Stafford,38.424099,-77.406197,Regional Alternative Ed/Stafford Co,Ungraded,,?,0,0,0,,,,,,,11.0,
1925,Metro Richmond Alternative Education,Richmond,37.541008,-77.432938,Metro Richmond Alternative Ed,Ungraded,,?,0,0,0,,,,,,,,
1926,Crossroads Alternative Bristol City School District,Bristol,36.598083,-82.181389,Crossroads Alternative/Bristol City,Ungraded,,?,0,0,0,,,,,,,8.0,
1927,Renaissance Scott County School District,Gate City,36.641109,-82.575836,Renaissance/Scott Co,Ungraded,,?,0,0,0,,,,,,,8.0,
1928,Project Renew Northampton County School District,Machipongo,37.403687,-75.910408,Project Renew/Northampton Co,Ungraded,,?,0,0,0,,,,,,,20.0,
1929,The Regional Community Alternative Education Continuum,Midland,38.623852,-77.691681,The Regional Community Alternative Ed Continuum,Ungraded,,?,0,0,0,,,,,,,6.0,
1930,Project Return Powhatan County School District,Powhatan,37.546055,-77.919456,Project Return/Powhatan Co,Ungraded,,?,0,0,0,,,,,,,,
1931,Regional Alternative Pittslvania County School District,Danville,36.644955,-79.404533,Regional Alternative/Pittslvania Co,Ungraded,,?,0,0,0,,,,,,,11.0,
1932,Petersburg Regional Alternative School District,Petersburg,37.227238,-77.389931,Petersburg Regional Alternative,Ungraded,,?,0,0,0,,,,,,,,
1933,Alt Education Prgm Behav Disord Youth Montgomery,Christiansburg,37.132099,-80.404099,Altern Ed Prgm/Behav Disord Youth/Montgomery,Ungraded,,?,0,0,0,,,,,,,2.0,
1934,Project Return Fluvanna County School District,Palmyra,37.872219,-78.298729,Project Return/Fluvanna Co,Ungraded,,?,0,0,0,,,,,,,,
1935,Transition Support Resource Ctr Fairfax School District,Fairfax,38.763699,-77.0793,Transition Support Resource Center/Fairfax,Ungraded,,?,0,0,0,,,,,,,,
1936,Reg Alternative Plus Self Project Roanoke City School District,Roanoke,37.28315,-79.940041,Reg Alternative Plus Self Project/Roanoke City,Ungraded,,?,0,0,0,,,,,,,7.0,
1937,Tidewater Regional Alternative Education Project,Norfolk,36.851398,-76.192772,Tidewater Regional Alternative Ed Project,Ungraded,,?,0,0,0,,,,,,,11.0,
1938,Enterprise Academy Newport News City,Newport News,37.084709,-76.464722,Enterprise Academy/Newport News City,Ungraded,,?,0,0,0,,,,,,,4.0,
1939,Lynchburg City Secondary Alternative School District,Lynchburg,37.412956,-79.143875,Lynchburg City Secondary Alternative,Ungraded,,?,0,0,0,,,,,,,,
1940,Richmond City Public Schools,Richmond,37.549252,-77.441216,Richmond Alternative School,6-12,,18%,983,0,0,3.0,34.0,2.0,52.0,8.0,,13.0,
1941,York County Public Schools,Yorktown,37.204044,-76.500465,York River Academy,9-12,,23%,67,5,5,3.0,3.0,3.0,84.0,7.0,,11.0,
1942,Doe Sop Education Programs,Richmond,39.200062,-78.144951,N.W. (Northwestern) Regional Juvenile Detention Home,Ungraded,,?,0,0,0,,,,,,,,
1943,,,38.328209,-77.043045,Dahlgren School,PK-8,,?,0,4,8,,,,,,,,
1944,Piedmont Gov School For Math Sci Tech,Martinsville,36.655647,-79.876579,Piedmont Gov. School For Math./Sci./Tech.,Ungraded,,?,0,0,0,,,,,,,,
1945,King William County Public Schools,King William,37.691238,-77.035309,Cool Spring Primary School,PK-2,,31%,467,4,4,,12.0,3.0,76.0,6.0,2.0,15.0,
